"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-05-25,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,29.637231803702,2021-05-22,2021-05-29,55
2021-05-26,22.8922457605864,25.0325990481402,20.9108659484951,28.2744113117028,26.3566538793102,25.9344470377298,28.2744113117028,25.7035103974791,25.3904871396363,24.8873570768188,27.3140075704734,25.8812234050087,26.5015194625834,26.0801704771172,23.2152043359689,22.7958024690981,28.1632404334457,26.5888093552652,22.146270661958,23.9783130788975,25.52219804713,20.9108659484951,26.5638246137154,23.7024660871147,23.3529272896597,25.552744990915,23.0258282255488,21.2268456529422,26.7458472554918,2021-05-22,2021-05-29,55
2021-05-27,25.5783673482322,32.6094176653715,26.979521025507,38.0244338531999,37.3279133687171,30.5258928304875,30.9150650951629,33.8439845634522,33.2192483919318,32.7072685559989,28.1602277232244,36.1425387347615,32.6976494937514,38.0244338531999,30.419325391596,28.375819067427,30.4430898588109,37.5402302129486,28.1126568770637,36.5648328307647,33.6956754926119,29.5562741952807,28.8538269112151,31.0297039555463,33.4644196795512,37.3551030022343,26.979521025507,36.5815564726321,32.6991840504112,2021-05-22,2021-05-29,55
2021-05-28,22.2217908321417,28.5497185358445,22.6524246525062,34.8610164360726,25.8424600266983,30.8480386279372,29.2884061533741,23.6786206767555,27.8925968733044,23.6993526058567,29.4222464176584,30.8424377309751,34.1829275158868,31.0006566784943,23.767993569791,34.8610164360726,22.6524246525062,33.009173646811,25.4416520019761,24.079425660492,30.8351964430611,31.6892717598167,30.2494890046057,29.7663412844961,29.5188529061639,33.5057080858198,25.5904719373733,27.7269420517547,24.3512606484325,2021-05-22,2021-05-29,55
2021-05-29,33.1627162014862,21.6802327852817,12.2578418220165,29.3316170503912,13.7601530652029,19.5164879386894,20.1347992898801,21.0608881337294,28.0008447211717,18.2228024263326,16.1965660775756,18.2925035165899,20.8552624301436,26.4984893798337,19.8171688152128,26.7402947016262,21.488389657281,28.0379251873136,21.8675547035533,19.7484985364004,17.6857634455098,17.2771579414648,25.4553202245692,19.251886653387,12.2578418220165,27.6271419056936,24.3130502424011,28.5674117660742,29.3316170503912,2021-05-22,2021-05-29,55
2021-05-30,31.0689682309533,30.4958041194097,21.1225789853487,41.4754441624334,34.9427398872085,29.034421619601,34.1244162211273,35.2368733493341,31.9048082721966,25.4276710417272,36.1511890431885,31.0940495368752,29.6756555743606,29.830181081694,27.6574080131038,33.6836895268264,37.1733351440621,26.2707158726451,23.8063192179829,32.2098495171592,30.6687213992944,29.1635424045953,30.6597096468213,28.8648019603447,41.4754441624334,25.5718350695279,21.1225789853487,26.845637317676,29.7995091201085,2021-05-22,2021-05-29,55
2021-05-31,37.3956263478907,36.8620597105878,24.3841384930571,47.3594588558859,41.1969130406017,33.6973406566282,42.8093960700537,24.3841384930571,31.1845220749829,35.458439794807,32.7130478637556,36.1424989074249,40.5850091251006,39.6316575590806,44.9180398038815,36.0494777954205,39.2402338723731,32.3469776126174,32.8880554714813,32.0128979799315,42.389896712093,40.3247387632136,37.2388780096648,37.8398080457837,43.1870295241024,47.3594588558859,26.6512717973898,31.226105424315,40.0756595110495,2021-05-22,2021-05-29,55
2021-06-01,37.3167218731774,34.9389208780827,18.4709072445609,47.2800873252296,40.6914076872687,39.4292544654822,34.5211298177395,34.766746855148,47.2800873252296,34.5618036171748,36.6666098026784,35.165835519985,44.9940282430499,41.1979151483619,37.9221932046227,22.7628139384895,31.463141433163,35.8201567125178,19.0169871829488,36.5619587723704,34.9407140726089,33.3341619357012,18.4709072445609,28.5538232398486,37.3910507859757,26.8676025697497,44.6583550225602,36.4546092498384,39.9797281049948,2021-05-22,2021-05-29,55
2021-06-02,25.6000119104481,39.0597703984001,23.6169149942841,53.5172646626607,37.3428045592639,34.7703222947193,41.8119355853185,35.3097822066459,53.5172646626607,46.8908868535814,33.7904424280658,37.8667449280428,23.6169149942841,42.2553592129392,33.5178938483241,29.1647656629371,38.9893175360261,45.1233865222372,36.2862488533557,39.9489876037157,35.7745238548285,26.4607246785517,40.3160335135009,40.5068261347765,32.9479704087319,51.1695703405215,43.1569934209257,48.2073479131092,47.7512119429402,2021-05-22,2021-05-29,55
2021-06-03,28.8558223939032,33.0649407274193,18.4433074367931,49.955379334273,35.7891526451948,38.3193878501325,27.0965345130836,36.7851159639774,49.955379334273,35.685942156613,29.2005196416849,28.5284444171905,30.8813966797715,47.0522848258878,34.2448333672612,26.6878889568645,30.8681313764745,31.4080374259787,30.3903953928315,33.3142595022721,21.3503000522879,39.2054143897414,24.4138856809864,18.4433074367931,37.3729905067341,25.7514855908087,32.2271498478587,42.6499367041051,39.0013439266761,2021-05-22,2021-05-29,55
2021-06-04,31.9117725520845,41.1217562625565,19.7539141354696,58.5119612293953,47.9502175130746,50.9929709211655,40.0207857458281,19.7539141354696,37.8121942776676,32.7427854430978,37.6488831337705,46.4739844414999,46.5113529373317,58.5119612293953,41.3621877255052,41.5420519587937,35.9875151504692,47.7374503037705,26.0809016463375,33.1038143676015,44.9153419421455,35.3661129459063,34.5383143049864,40.421043173786,44.5583097219962,50.2509722416276,32.3966800438006,55.1747304511895,46.1894308076968,2021-05-22,2021-05-29,55
2021-06-05,30.654737059602,33.7676323141008,22.5077872902226,48.0163926081453,48.0163926081453,40.9144622825681,25.2892713000764,22.5077872902226,30.2075943628652,27.467114950353,32.9785158522748,25.2054802828096,27.1832873072366,38.1369717941997,25.1895179690726,34.5472733812018,37.2618801440002,33.9905298840389,33.0685618826595,35.9528408796934,33.697071264681,37.9432875233005,38.127334703459,39.3381813046736,35.0214907591324,43.3190596660258,32.4916417435125,32.0377201683912,34.2975385479267,2021-05-22,2021-05-29,55
2021-06-06,32.2239549040785,30.5798913145615,1.98281962429541,50.141904563972,30.543936510593,30.7289579602673,50.141904563972,25.0566477509427,35.8639468594869,18.4816508251817,28.6017082941101,26.7378822228353,44.2606160735635,39.0552018254107,22.7830339785299,45.0468399096379,38.1683631842112,1.98281962429541,27.502466791555,27.2932214134744,26.1733686799186,27.5743458934827,48.3759876571408,22.9127406313627,33.1901456007318,37.184542243725,29.1067929478611,16.9357604010642,30.7944010206837,2021-05-22,2021-05-29,55
2021-06-07,34.0471985039096,34.2459188904206,18.6486048820863,52.8604279692734,41.7041682743085,52.8604279692734,23.9004083921262,25.7656324585457,24.6846237449773,34.7991415760262,25.3261621369655,31.8972599608332,18.6486048820863,37.969373918962,44.4529634931563,37.318413171888,41.4600509745338,52.2216005686673,36.3625335136961,28.362609845065,34.0920389576595,38.5894054143739,27.7576931074544,41.9137232639786,37.0623631245617,24.4396399604344,26.6520868370381,48.400717249765,19.5063294641377,2021-05-22,2021-05-29,55
2021-06-08,32.4646710606642,25.2055535063348,0,44.047937018685,-6.86167803284819,23.2307173369906,24.7597409687002,29.2265017821375,44.047937018685,32.1309350960817,23.4867814451776,35.7548314103744,17.9134423187657,19.896248111125,38.6300826631244,28.0746904469371,23.0508858263071,9.86495339791785,22.8451466387807,35.5031363753241,20.6799687026509,36.4389325548684,4.51520596498269,31.677647468566,6.82820360258219,35.7418185732343,39.1938102230163,17.5784441133081,35.9304536515797,2021-05-22,2021-05-29,55
