"date","obs_chl_ugl","mean","min","max","sd","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-06-05,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,32.6852823913429,2021-06-02,2021-06-09,55
2021-06-06,27.0815410974641,34.0009599753204,30.5439619536694,39.049860391772,1.80487239070474,33.7561226663582,33.4357799307589,33.3263919922628,35.4446847787065,39.049860391772,36.3969723596359,35.1734130323656,35.0496511938603,32.4530832556488,34.0576180741522,31.4751507881349,34.7839258013302,34.9445351300711,33.4473750026832,34.1966121582719,32.0582237782262,33.6135296389855,35.045427573422,30.5439619536694,32.1361026666501,33.9973574333662,36.5420410075481,33.0536713843911,33.799485585869,32.2430218048689,2021-06-02,2021-06-09,55
2021-06-07,33.6915437219807,27.8967636924282,23.3494929639597,33.4480561412656,2.55069254631392,26.6256042161351,29.4572499703043,30.119771431648,24.5098903164279,30.1744983397889,26.4361173782973,33.4480561412656,29.0565172590702,26.0600807283616,28.2352707611942,28.6735568114554,29.3010703554323,31.9396181402922,26.2534012932648,25.9823696602146,23.3494929639597,30.3666519817037,28.8274732351735,28.4489646680792,25.0390105333217,31.4017233998904,27.0637121706137,26.225340622254,24.4641866490238,25.9594632835337,2021-06-02,2021-06-09,55
2021-06-08,34.1829320975116,31.0000601464186,20.4962323745641,36.2319640066221,3.47209115400319,34.4588359532299,35.4844853156357,30.0131841642078,28.6700801593802,34.6052225359577,31.986302055043,26.3187968686749,29.0205902172591,33.4291404545419,20.4962323745641,34.467822610427,28.2457023257874,34.0342911348479,29.2412890488888,33.2264544899399,29.7064584349146,30.5332849304138,36.2319640066221,29.6339117883015,31.6758270627248,27.2909149421174,29.9278099139125,33.4207790282879,29.8272349256144,33.0548889191713,2021-06-02,2021-06-09,55
2021-06-09,20.5243872217369,34.4866616544021,27.4724753644992,45.5164278634722,3.94088472016102,32.4485519516956,38.7676368638152,36.856350624458,32.2317881990391,27.518356706704,27.4724753644992,35.404714625217,37.300368542394,32.740187747414,30.3903689115508,34.1943283879923,32.8967752952594,39.0215186802315,31.3181141105238,34.5888777608774,35.9600553387197,32.7076153263927,36.9878243690075,34.5427339584321,45.5164278634722,38.5556928340095,32.4559291544152,38.2136769875539,32.3263027449866,31.7498690113929,2021-06-02,2021-06-09,55
2021-06-10,24.704867456523,33.5656696776411,22.2356884113432,39.9732934174223,4.12939829017825,34.9296661437063,33.9784019908372,33.4762815865219,30.1319528076941,38.5818471878658,39.0190834044442,33.3700978813427,34.7100390810895,34.4671021335459,35.0642278969231,38.2236072911612,29.7521645124108,37.5492644233401,28.5548803756713,32.5638539669813,31.9675066639604,39.9732934174223,30.0065336749913,35.4874939569461,32.804936849533,26.4518299231804,22.2356884113432,37.7522347527004,34.478600376268,33.6111532311457,2021-06-02,2021-06-09,55
2021-06-11,23.1625271968129,28.7618176175158,18.2473017329671,38.7709811513522,4.73364373035848,25.3209224027158,26.0376728108996,24.3184954538272,37.0103847493433,20.9130831889379,26.3670330907682,24.4903222581118,26.388993014211,29.4767403418079,29.4770869420237,29.0497472394627,28.9495844015297,27.5522584788569,29.3588921788316,38.7709811513522,31.8145247058098,32.3825416114617,30.6185913120391,32.4388340028908,23.5416860020394,27.5865427312994,31.2749811504278,34.0773405233624,18.2473017329671,33.5808989629169,2021-06-02,2021-06-09,55
2021-06-12,24.217842914461,33.4124679532094,20.9409252478972,47.9068388094095,6.75986061810871,26.0518859123965,33.2009704678922,24.1491135199421,36.5356721982735,34.3870378222785,30.679639358822,47.6417374432589,27.4400524724096,29.8632599953187,39.2105960915947,20.9409252478972,30.4306117508205,29.8865285528504,32.82487626812,47.9068388094095,31.5224937134955,39.8834408346483,27.4096448714076,25.4307850619343,40.5679319850273,32.9360473694099,33.1805569807185,36.2873345585733,36.1575515364937,40.7861660072434,2021-06-02,2021-06-09,55
2021-06-13,23.8456931497174,38.6128800012558,25.6335471066917,51.8657257928771,6.57108282093182,32.0795115116591,37.7215897130788,49.6603500528607,36.7709541503783,25.6335471066917,35.5127914948312,38.1528106160251,33.1190727797067,29.1029808945184,44.4239614922573,42.7529720814788,47.7049945576548,40.038850750534,41.6094447245523,51.8657257928771,28.0743742686378,36.2388767831866,46.6599905225088,35.5502036660138,41.9671704048304,38.7924547164201,40.4880574035348,38.344992796495,32.4139664145049,40.6423553361592,2021-06-02,2021-06-09,55
2021-06-14,25.9469094026226,31.4485325601666,18.5587030850048,43.2348861296505,6.14777886437175,25.97912021376,34.3375750575632,32.7284168451699,41.2558012987676,18.5587030850048,32.3186835172649,22.1886101155805,36.8064531045366,33.3754191893602,43.2348861296505,27.9141743936611,33.4095967017219,28.5271406555165,22.9964936088976,28.9457863294018,31.827703037906,27.354951074471,35.6024401134776,42.7121102724944,30.182374190153,30.2866626121529,32.2449726476679,30.6665105720716,25.0861989988015,37.6725302391126,2021-06-02,2021-06-09,55
2021-06-15,23.3248812043123,24.2944700966208,7.62003247611624,48.5004855462411,9.69481120473171,30.6232685723321,28.6102636496977,37.1038555173178,16.6480626697856,22.1489699253852,19.4437162574255,10.0041896746117,10.1673176037904,22.5852592995091,17.1299951250959,26.3617139952032,48.5004855462411,16.2562640476618,16.11729133144,27.2996925781551,20.2752880403362,22.0397799593683,34.0713067956192,17.6493676978024,34.2805175424342,32.3120599105222,23.9786802138047,32.5252434738086,33.6091305120548,7.62003247611624,2021-06-02,2021-06-09,55
2021-06-16,24.4819756307148,31.6449830681716,15.4079063951189,47.6610464931908,8.01743655883893,30.2839365763022,15.4079063951189,30.3935837001801,34.8143393917481,29.8349552511327,35.6260823615721,43.1115919653209,35.9198572946299,37.9963528175746,27.3185561641775,40.2458435337871,33.1858834466975,46.3787836838134,20.6526199622185,37.4771107658187,24.7229996125802,28.5099811936136,25.8993105468187,30.9239088586342,20.3642350030972,25.9356588558312,23.6558699209038,29.5069787033636,47.6610464931908,35.2971842061633,2021-06-02,2021-06-09,55
