"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-05-28,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,24.8475807294008,2021-05-25,2021-06-01,55
2021-05-29,29.8275183204571,18.1710586751696,14.7867740617623,22.8505941915543,19.2989430164055,15.0297452926361,16.2320848711104,18.5781198574887,18.1598871129352,18.275733857833,16.5222627855055,18.8996626226795,16.2083792497705,18.2618765033435,15.2328873326396,19.0778490885244,14.7867740617623,22.8505941915543,17.582293978089,18.4806643903179,17.2133454542848,20.8663106722938,18.6550864190542,16.4799864965043,20.9772797761397,20.8798369045368,17.2515720353952,20.1649826573029,18.3103082511333,2021-05-25,2021-06-01,55
2021-05-30,34.8065458566027,28.5844449070451,22.4573570005746,34.2745071258248,29.1131130706022,33.6392961497785,31.4226840163353,28.5056547975002,26.6251711299337,23.0686020260578,32.1914514901115,29.3884562117313,27.6012942991921,32.3522701943541,29.2014282848145,26.7574613089702,34.2745071258248,22.4573570005746,24.6651539292393,28.0148507576752,32.5915511766702,28.6141157435346,30.8175187019141,23.8463028408288,27.264940575584,28.2829490275461,27.5075929194579,27.9215148508286,28.4858850470673,2021-05-25,2021-06-01,55
2021-05-31,35.1032943082811,32.5703684477828,23.5642232541354,39.5499923123041,36.0313739723273,28.1041546212738,36.9310296052696,36.0438525807929,31.7192769323043,37.655039523654,33.7655966864609,32.3803481204897,34.6714551485565,28.7403549425855,37.6604251105534,33.5275028268821,23.5642232541354,27.8617219730239,35.5870949397708,35.7713719306129,26.2123292608439,32.560799989985,32.266699599382,39.5499923123041,30.9179635402055,28.790540852217,33.4570618135232,28.7406396037353,31.7483620536809,2021-05-25,2021-06-01,55
2021-06-01,30.2897150583277,24.8688583068622,17.139937328193,32.0656122562717,31.552725790474,24.6038331526306,17.139937328193,19.9017585661081,27.6382675546052,24.7973817552442,27.2171868164603,21.0276094260027,27.0463608791941,30.8814696621428,21.2878683241527,25.9395479270077,25.6458448668724,29.3195004024793,25.5895784667189,32.0656122562717,21.1411105044535,28.625049777515,23.8272044004554,18.0420289173494,23.9251971529809,21.9392137818847,20.2476662484407,25.0081996517217,27.3113040621951,2021-05-25,2021-06-01,55
2021-06-02,30.9119989638455,26.4173384810332,15.5372176673923,33.8337056652989,26.1541542483808,22.9655746347316,27.9807097677014,21.6051770499017,19.1326086027691,29.383424640699,27.0567570027018,26.3920547307418,31.9010453628747,25.7389003889908,26.6244460883863,31.6385786474344,28.7274858940731,26.3352738297916,28.0611471476889,32.8836386184239,15.5372176673923,27.6496892320432,33.4879567205237,19.8038238511845,28.5277700701434,20.0224921688461,33.8337056652989,18.4850325312217,30.504797463885,2021-05-25,2021-06-01,55
2021-06-03,35.8855188225232,36.7702926269861,27.6785438267387,49.1798876344834,27.6785438267387,33.8947886843834,31.2262917995427,28.5343222577332,42.1598285868977,31.8156452696962,34.4199121569928,34.7099119854272,49.1798876344834,47.8018497171079,38.817255635754,33.8651119664311,29.6318649679915,34.536091830925,34.5084977793992,38.0996502809024,39.817264790644,42.1119273610224,44.430907173723,34.894666718796,28.0556643005875,43.4346483147712,40.1683408322626,35.5050142009903,39.9594276014488,2021-05-25,2021-06-01,55
2021-06-04,36.2221048797388,38.4731836307958,30.5186844422629,52.9459623946762,45.852762223441,44.5018857571362,37.7910013986531,39.617784231204,45.7526915298508,39.9942624577708,37.2277145489679,32.5894581755491,33.3154739336897,42.1594598163028,30.5186844422629,44.2341591269016,37.6337835442998,44.5815667345722,40.1122467678791,35.8057789644693,32.37874135409,31.9694610120864,34.4663720346071,37.1942182639948,52.9459623946762,33.2208589895585,31.8148561599238,45.0502767240626,31.100130183946,2021-05-25,2021-06-01,55
2021-06-05,33.9758465920838,32.9274141442556,20.5788331237124,45.2275445467906,26.5088757753314,27.6997790915225,24.1459405569486,39.6894899730334,30.7809335110979,30.8122630615018,27.4094474027611,45.2275445467906,33.4311377339043,41.8242220279486,29.5298158062509,43.9739971319498,35.3605847792809,41.831883572702,36.2792349948434,43.2209583348128,30.4392920724833,36.2458610848781,31.2165162475611,26.7922998840796,20.5788331237124,36.198241948584,23.7503057138169,29.5638424745869,30.6740527560085,2021-05-25,2021-06-01,55
2021-06-06,32.7852205674083,35.5594287584982,23.7462829586636,49.6089447061624,26.6728125084058,32.3773889930002,45.0578287136937,31.1770779859451,36.0701869169647,36.9845296392349,30.7834493308335,23.7462829586636,36.738266789366,36.5950227665811,39.4891155497371,40.1304278486092,37.2336252500056,35.78115155485,41.0798929136283,34.7136117123221,38.2472987992619,36.1525819422197,39.0379519112232,34.3229058285332,26.8547571284658,43.8712961456657,31.0811034253628,25.1782076437185,49.6089447061624,2021-05-25,2021-06-01,55
