"date","obs_chl_ugl","mean","min","max","sd","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-06-03,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,34.2177376221742,2021-05-31,2021-06-07,55
2021-06-04,31.0963203593342,29.7993558738508,24.6660248300181,33.4256607754116,2.27612110403771,33.4256607754116,32.6906533564284,29.1480861046574,29.296454403181,27.7842901196464,27.8199618356487,29.1999310766011,30.47694766251,30.759245363285,29.9092091595415,28.3196175115951,30.3198800679055,30.4622862161305,26.714886209465,28.7702064451193,33.0516216831665,31.2874899834079,29.1581059619277,27.5691083700302,24.6660248300181,26.4191145896891,30.1250933592442,32.2128676235603,32.3443478682368,33.052806269863,2021-05-31,2021-06-07,55
2021-06-05,27.8254020774453,29.2928047357198,23.9870538719768,34.0397825522851,2.74479063290196,25.7691492978431,30.3252715393287,27.455328138083,29.5820731633024,28.847476308486,31.4041279128294,32.125518579053,29.3202199819337,31.5255510906007,31.3161098963233,29.9629503866501,23.9870538719768,26.3460484515317,29.9268010047739,33.2388269922995,25.8321584177541,30.0816738466746,34.0397825522851,24.8557867013715,29.9166597034381,32.4779196211478,30.2313801957866,26.973824622922,25.5955217224999,31.1829043941011,2021-05-31,2021-06-07,55
2021-06-06,22.1989955033231,31.1348543034428,24.298426243399,37.4564321091014,3.74772870633807,33.3854872431148,24.4492838234731,37.4564321091014,26.8693537978527,34.4169700266852,24.298426243399,33.1138269592126,31.2362245475524,29.9837715161936,37.1947250529728,30.8147555814999,27.3739384297675,29.0754581379389,30.499748119432,36.0241531719469,32.676923403559,31.3505322176683,33.9474779193464,28.0072670367699,37.3142897640089,27.9719247616098,30.8451929776242,30.193866797635,27.2208208721542,32.6505070755522,2021-05-31,2021-06-07,55
2021-06-07,32.7291110540909,22.2568843930923,14.1114691358329,31.1286642078903,4.07788581110674,21.8937968619154,20.7068183989233,22.3929965086973,20.0703216402762,21.2899856272193,21.95914257995,29.1543710214642,31.1286642078903,26.4735755303274,20.4965097229496,23.2378716624107,23.0946531471095,19.7499030969087,27.6704618167772,26.2164579005883,25.1361917799239,24.1722956254143,16.4842101184751,20.4450129064323,22.0039282333053,23.4573970912872,22.4215955482809,14.9348957415945,17.7195839233538,14.1114691358329,2021-05-31,2021-06-07,55
2021-06-08,27.8636561760778,28.2490126992146,20.2919213276878,37.9911377390169,4.68449494798758,33.7401786091322,26.2895427984451,27.86080973962,20.2919213276878,28.8441373270687,29.6114640953611,26.4473577191512,26.0806157229235,25.2065338773608,24.6419060604906,32.1443483446112,25.477698964095,37.2877245842337,28.5785098517153,20.3816851561302,37.9911377390169,21.9148799817395,34.1422659613068,29.5365269379553,32.28854067296,24.8809313728986,26.0788003329805,27.4669660829103,26.1593809322095,32.8814532883616,2021-05-31,2021-06-07,55
2021-06-09,19.247436277767,37.2950510024373,20.2374443192805,53.4007533213276,7.86117532750481,32.5416347328281,39.6141022774402,39.465994752549,21.5044373648159,31.5022122939817,39.0700464487721,43.6029621458334,27.9896762833547,38.1825873294565,37.9760700783882,44.0264801568461,41.0708881312625,53.4007533213276,34.6878985127875,46.848498228595,20.2374443192805,27.6816540592803,40.3831616662039,32.2353710534848,35.901204604504,36.3170487683497,35.4962818893565,40.9714326434827,41.6059930120697,50.0624409866831,2021-05-31,2021-06-07,55
2021-06-10,21.8922673835953,38.1593290212784,26.1337685282977,52.7680882390802,6.28342526020712,34.7654898182846,32.9380839105402,35.1598289844558,40.4373128642716,32.281308545913,32.0378651660062,34.2171104765176,48.3791293712536,40.868031762753,44.7396922669151,32.6271749395437,26.1337685282977,41.9963329838778,44.3645171731528,38.9731935839897,32.0666981998365,37.50573304512,52.7680882390802,37.1330928991134,39.2477325412289,43.4899302590179,28.057865042569,41.0389527685803,39.1238484832566,43.6324436783852,2021-05-31,2021-06-07,55
2021-06-11,26.1363304359041,34.9773491883692,23.9727727407991,47.1560511319498,7.29584596691343,44.9374195396374,43.1979929701186,41.6205222746264,38.7257988513598,33.273832769689,26.6228155321199,32.6898765892254,24.4355960896384,23.9727727407991,28.8262710998787,42.0863915920732,47.1560511319498,33.1115451298785,26.4477234692064,40.6324570918161,24.614417570577,30.6813775207838,35.2097738796884,36.8309669283951,36.7769624434368,25.9414178235991,30.747889599582,38.4723344417428,43.1645496041564,44.2569730252521,2021-05-31,2021-06-07,55
2021-06-12,22.4553351949049,38.7523202679868,22.2793504177551,52.7492471973936,8.30010967188916,38.015747519411,32.0715976427268,36.4918232662659,47.1606368807148,34.4807328231757,35.4460364049422,36.5785098281746,52.7492471973936,25.3357719833773,37.4682565205096,48.6609342489212,42.7939042794724,52.3144117527993,42.7894967009909,22.2793504177551,34.123147042046,38.8348390882921,28.1949474516897,29.8633071374308,47.330498411726,41.0659200631119,52.3404757502455,32.5988271276886,42.9771256817129,36.8424614790946,2021-05-31,2021-06-07,55
